file_path,file_name,line_number,module_hint,variable_name,variable_style,likely_role,section_hint,context
04_MIRRA_P_AND_L_PAGE_v4.0_LOCKED.txt,04_MIRRA_P_AND_L_PAGE_v4.0_LOCKED.txt,1104,assets,accept_contract_field,snake_case,output_contract_field,output_contract,### `assets_benchmark_total` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `high`
04_MIRRA_P_AND_L_PAGE_v4.0_LOCKED.txt,04_MIRRA_P_AND_L_PAGE_v4.0_LOCKED.txt,1146,assets,accept_contract_field,snake_case,output_contract_field,output_contract,### `excluded_asset_finance_interest_total` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `high`
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1713,assets,accept_contract_field,snake_case,output_contract_field,output_contract,### `active_assets` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `high`
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1727,assets,accept_contract_field,snake_case,output_contract_field,output_contract,### `asset_finance_benchmark_total` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `medium`
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1741,assets,accept_contract_field,snake_case,output_contract_field,output_contract,### `asset_interest_annual` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `high`
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1755,assets,accept_contract_field,snake_case,output_contract_field,output_contract,### `asset_overhead_pool_assignment_summary` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `medium`
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1769,assets,accept_contract_field,snake_case,output_contract_field,output_contract,### `asset_related_unassigned_cost` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `medium`
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1783,assets,accept_contract_field,snake_case,output_contract_field,status_readiness_trust,### `asset_status` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `high`
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1797,assets,accept_contract_field,snake_case,output_contract_field,status_readiness_trust,### `assets_benchmark_total` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `high`
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1811,assets,accept_contract_field,snake_case,output_contract_field,status_readiness_trust,### `assigned_asset_overhead_cost` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `high`
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1825,assets,accept_contract_field,snake_case,output_contract_field,status_readiness_trust,### `assigned_asset_overhead_cost_annual` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `high`
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1839,assets,accept_contract_field,snake_case,output_contract_field,status_readiness_trust,### `base_asset_cost_annual` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `high`
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1853,assets,accept_contract_field,snake_case,output_contract_field,status_readiness_trust,### `default_recovery_hours` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `medium`
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1867,assets,accept_contract_field,snake_case,output_contract_field,status_readiness_trust,### `excluded_asset_finance_interest_total` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `high`
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1881,assets,accept_contract_field,snake_case,output_contract_field,status_readiness_trust,### `has_productive_asset_recovery_base` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `high`
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1895,assets,accept_contract_field,snake_case,output_contract_field,status_readiness_trust,### `no_active_assets_confirmed` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `high`
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1909,assets,accept_contract_field,snake_case,output_contract_field,status_readiness_trust,### `productive_asset_cost` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `high`
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1923,assets,accept_contract_field,snake_case,output_contract_field,status_readiness_trust,### `productive_asset_recovery_cost_annual` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `high`
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1937,assets,accept_contract_field,snake_case,output_contract_field,status_readiness_trust,### `recovery_hours_used` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `high`
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1951,assets,accept_contract_field,snake_case,output_contract_field,status_readiness_trust,### `support_asset_cost` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `high`
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1965,assets,accept_contract_field,snake_case,output_contract_field,status_readiness_trust,### `support_asset_count` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `high`
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1979,assets,accept_contract_field,snake_case,output_contract_field,status_readiness_trust,### `total_allocated_asset_overhead_cost_annual` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `high`
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1993,assets,accept_contract_field,snake_case,output_contract_field,status_readiness_trust,### `total_asset_interest_annual` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `high`
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,2007,assets,accept_contract_field,snake_case,output_contract_field,status_readiness_trust,### `total_asset_recovery_cost_annual` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `high`
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,2021,assets,accept_contract_field,snake_case,output_contract_field,status_readiness_trust,### `total_general_overheads_before_asset_assignment` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `high`
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,2035,assets,accept_contract_field,snake_case,output_contract_field,status_readiness_trust,### `total_unassigned_asset_related_overhead_cost_annual` - Classification: `accept_contract_field` - Recommended action: `add_to_v5_module_brief_output_contract` - Confidence: `high`
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,2051,assets,accept_reference_wrapper,snake_case,output_contract_field,output_contract,### `asset_output_contract` - Classification: `accept_reference_wrapper` - Recommended action: `document_as_reference_wrapper_not_business_metric` - Confidence: `medium`
